order_id,customer_id,order_date,delivery_date,status,shipping_cost,total_amount,payment_method,ship_method,coupon_code,ship_city,ship_country
1214,253,2022-06-13,2022-06-18,Delivered,19.99,857.07,Credit Card,Standard,,Indianapolis,Canada
1215,253,2024-04-17,,Shipped,14.99,2975.29,Credit Card,Standard,,Tucson,USA
1216,253,2022-09-27,,Shipped,0.0,1587.13,PayPal,Priority,PRIME15,El Paso,USA
1217,253,2024-09-01,2024-09-04,Delivered,29.99,1247.75,Credit Card,Standard,SAVE10,El Paso,Australia
1218,253,2024-08-28,2024-08-30,Delivered,14.99,1159.57,Debit Card,Standard,,Berlin,Australia
1219,253,2023-05-29,,Processing,5.99,1582.03,Amazon Pay,Standard,PRIME15,Birmingham,USA
1220,253,2023-02-14,2023-02-17,Returned,29.99,771.1,Amazon Pay,Standard,,San Antonio,USA
1221,253,2023-08-12,,Cancelled,19.99,2232.51,Credit Card,Priority,WELCOME5,Manchester,USA
1222,253,2023-03-06,2023-03-08,Delivered,0.0,2507.08,Amazon Pay,Same-Day,PRIME15,Melbourne,Australia
1223,253,2024-05-22,,Processing,14.99,1172.28,Amazon Pay,Expedited,,Dallas,USA
1224,254,2022-02-05,2022-02-09,Delivered,19.99,2351.69,Debit Card,Priority,,San Francisco,Germany
1225,254,2021-04-20,2021-04-22,Delivered,0.0,944.76,Debit Card,Standard,,Melbourne,USA
1226,255,2022-10-05,,Processing,9.99,3453.56,Credit Card,Standard,PRIME15,San Diego,Canada
1227,255,2022-05-31,2022-06-02,Delivered,5.99,936.49,Credit Card,Priority,,Portland,USA
1228,256,2021-08-09,2021-08-14,Delivered,19.99,2093.76,Credit Card,Expedited,,Los Angeles,USA
1229,256,2023-04-10,2023-04-12,Delivered,0.0,3173.17,Credit Card,Standard,PRIME15,Denver,USA
1230,256,2023-05-09,2023-05-15,Delivered,19.99,25.25,Credit Card,Standard,,Dallas,USA
1231,256,2022-03-11,,Processing,9.99,1749.48,Credit Card,Same-Day,SAVE10,Dallas,Canada
1232,256,2023-04-20,2023-04-25,Delivered,0.0,927.36,Gift Card,Priority,FLASH25,Indianapolis,USA
1233,257,2024-09-15,2024-09-19,Delivered,14.99,70.63,Credit Card,Priority,,El Paso,USA
1234,257,2023-04-01,2023-04-05,Delivered,0.0,1516.51,Debit Card,Standard,,San Antonio,USA
1235,257,2021-03-21,2021-03-23,Delivered,0.0,892.45,Debit Card,Priority,,San Diego,USA
1236,258,2021-06-01,2021-06-07,Delivered,0.0,2644.63,Debit Card,Priority,,Louisville,Germany
1237,258,2021-10-28,2021-10-29,Delivered,0.0,96.87,PayPal,Standard,,Birmingham,USA
1238,259,2023-11-13,2023-11-19,Delivered,19.99,986.25,Credit Card,Standard,,Manchester,UK
1239,259,2023-07-01,2023-07-06,Delivered,0.0,1406.8,Gift Card,Standard,,Austin,USA
1240,259,2024-03-27,2024-03-28,Delivered,5.99,1461.69,Credit Card,Priority,FLASH25,Seattle,Canada
1241,259,2023-04-17,2023-04-24,Delivered,29.99,,Credit Card,Priority,,San Francisco,USA
1242,259,2021-12-29,,Processing,9.99,1929.89,Gift Card,Standard,,Albuquerque,USA
1243,260,2022-07-13,,Cancelled,9.99,1608.94,Debit Card,Priority,,Montreal,Canada
1244,260,2024-05-27,2024-05-28,Returned,0.0,1402.11,Gift Card,Priority,PRIME15,Phoenix,USA
1245,260,2022-06-11,2022-06-15,Delivered,5.99,693.6,PayPal,Standard,,Louisville,USA
1246,260,2024-01-17,2024-01-18,Delivered,0.0,2418.01,Credit Card,Priority,,Memphis,USA
1247,260,2021-10-23,2021-10-26,Returned,0.0,3081.61,PayPal,Standard,SAVE10,Memphis,USA
1248,260,2021-06-20,,Cancelled,0.0,2023.04,Credit Card,Standard,WELCOME5,Albuquerque,USA
1249,260,2021-08-31,2021-09-01,Returned,29.99,2536.52,Debit Card,Standard,,Chicago,Canada
1250,260,2023-08-16,2023-08-22,Delivered,9.99,2896.27,PayPal,Standard,FLASH25,Albuquerque,Germany
1251,260,2023-02-16,2023-02-19,Returned,5.99,1448.87,Debit Card,Expedited,,Sydney,USA
1252,260,2021-04-15,2021-04-16,Returned,9.99,1947.88,Credit Card,Standard,,San Jose,USA
1253,260,2024-09-24,,Shipped,0.0,2404.41,Debit Card,Priority,,Philadelphia,USA
1254,260,2021-12-19,2021-12-23,Delivered,14.99,2769.04,Credit Card,Same-Day,,Milwaukee,USA
1255,261,2023-07-14,,Shipped,29.99,592.82,Debit Card,Standard,,Austin,USA
1256,261,2022-07-31,2022-08-04,Delivered,5.99,2727.18,Credit Card,Expedited,SAVE10,Indianapolis,USA
1257,261,2024-06-08,2024-06-15,Delivered,9.99,2788.81,Debit Card,Priority,PRIME15,Manchester,USA
1258,261,2023-02-11,2023-02-18,Delivered,5.99,1742.45,Credit Card,Standard,,Memphis,UK
1259,261,2022-09-03,2022-09-09,Delivered,14.99,285.15,Gift Card,Standard,SAVE10,El Paso,Canada
1260,262,2021-12-17,,Shipped,19.99,1250.64,Debit Card,Expedited,SAVE10,Jacksonville,USA
1261,262,2023-02-05,2023-02-08,Delivered,9.99,2580.86,Debit Card,Standard,FLASH25,London,USA
1262,262,2021-05-26,2021-05-29,Delivered,9.99,3140.77,Credit Card,Same-Day,,Phoenix,USA
1263,263,2024-03-27,,Cancelled,19.99,741.66,Amazon Pay,Standard,FLASH25,Manchester,USA
1264,264,2021-11-16,2021-11-22,Delivered,5.99,550.47,PayPal,Standard,,El Paso,USA
1265,264,2024-01-25,2024-02-01,Delivered,29.99,3096.45,Debit Card,Priority,,Denver,Canada
1266,264,2022-06-08,2022-06-14,Delivered,9.99,,Amazon Pay,Expedited,,Birmingham,USA
1267,265,2023-08-30,2023-08-31,Delivered,0.0,1608.46,Credit Card,Standard,,San Jose,Germany
1268,265,2022-01-06,,Cancelled,29.99,1503.22,Debit Card,Priority,,Manchester,UK
1269,266,2023-08-22,,Processing,5.99,1799.4,Debit Card,Same-Day,SUMMER20,New York,USA
1270,266,2024-06-04,2024-06-10,Delivered,19.99,3443.19,Credit Card,Standard,,Milwaukee,USA
1271,266,2023-07-19,,Processing,0.0,3457.67,Amazon Pay,Standard,,San Jose,USA
1272,266,2023-12-18,,Shipped,9.99,2118.11,Credit Card,Expedited,,Phoenix,USA
1273,267,2024-02-10,,Cancelled,0.0,2457.29,Amazon Pay,Standard,,Baltimore,USA
1274,267,2024-06-10,,Shipped,29.99,1113.09,PayPal,Priority,,Nashville,USA
1275,267,2022-05-24,2022-05-26,Delivered,19.99,625.15,Amazon Pay,Expedited,WELCOME5,Baltimore,USA
1276,268,2022-09-03,2022-09-05,Returned,29.99,228.57,Debit Card,Same-Day,WELCOME5,New York,Canada
1277,268,2024-01-21,2024-01-26,Delivered,14.99,2656.45,Debit Card,Standard,FLASH25,Nashville,USA
1278,269,2023-11-12,,Processing,9.99,818.45,Credit Card,Expedited,WELCOME5,Los Angeles,USA
1279,269,2024-07-11,2024-07-17,Delivered,5.99,496.89,Gift Card,Expedited,PRIME15,Melbourne,USA
1280,269,2022-10-10,2022-10-13,Delivered,19.99,2123.97,Gift Card,Priority,FLASH25,Manchester,USA
1281,269,2023-07-09,2023-07-12,Delivered,0.0,286.56,Debit Card,Priority,,Austin,USA
1282,269,2021-11-23,2021-11-25,Delivered,9.99,1835.11,Amazon Pay,Priority,WELCOME5,Louisville,USA
1283,269,2023-05-26,2023-06-01,Delivered,5.99,659.67,PayPal,Standard,FLASH25,Indianapolis,USA
1284,269,2021-01-13,2021-01-17,Delivered,0.0,2910.75,Credit Card,Expedited,,Manchester,USA
1285,269,2022-03-31,,Shipped,5.99,2848.3,Credit Card,Priority,SAVE10,El Paso,USA
1286,269,2021-12-22,2021-12-28,Delivered,29.99,2981.28,Credit Card,Standard,SUMMER20,El Paso,USA
1287,269,2022-11-27,2022-11-30,Delivered,9.99,771.95,Amazon Pay,Priority,,Birmingham,USA
1288,269,2023-07-07,2023-07-10,Delivered,29.99,898.46,Credit Card,Standard,,Denver,USA
1289,269,2023-12-04,2023-12-10,Delivered,19.99,788.03,Amazon Pay,Standard,SUMMER20,San Antonio,USA
1290,270,2023-09-04,2023-09-09,Delivered,0.0,1265.3,Credit Card,Expedited,,Tucson,USA
1291,270,2023-12-17,,Cancelled,29.99,1208.01,Credit Card,Standard,FLASH25,Milwaukee,Canada
1292,270,2022-04-13,2022-04-15,Delivered,14.99,2970.01,Gift Card,Standard,,Manchester,USA
1293,270,2023-06-16,2023-06-17,Delivered,9.99,3120.18,Credit Card,Standard,,Baltimore,USA
1294,270,2021-03-07,2021-03-09,Returned,14.99,2085.29,Credit Card,Same-Day,SAVE10,Sydney,Canada
1295,270,2021-03-01,2021-03-03,Delivered,14.99,1750.81,Gift Card,Same-Day,SAVE10,Las Vegas,USA
1296,270,2024-01-31,2024-02-01,Delivered,14.99,2714.96,Credit Card,Expedited,,Columbus,USA
1297,270,2023-07-26,,Shipped,0.0,1148.01,Amazon Pay,Priority,,Montreal,USA
1298,270,2021-05-26,,Processing,5.99,2132.45,Debit Card,Standard,,Vancouver,USA
1299,271,2022-12-04,2022-12-09,Delivered,5.99,98.71,Amazon Pay,Expedited,,Sydney,USA
1300,271,2023-06-27,2023-06-30,Delivered,29.99,1008.93,Credit Card,Priority,FLASH25,Oklahoma City,USA
1301,271,2024-09-19,,Processing,0.0,3298.99,Gift Card,Priority,,Phoenix,USA
1302,271,2024-08-24,,Processing,0.0,2139.8,Credit Card,Priority,SUMMER20,Denver,USA
1303,271,2021-11-02,2021-11-09,Delivered,29.99,2825.85,Debit Card,Standard,,Fort Worth,USA
1304,271,2023-11-17,2023-11-19,Delivered,0.0,668.05,Amazon Pay,Priority,FLASH25,Philadelphia,USA
1305,271,2022-08-06,,Shipped,19.99,613.33,Amazon Pay,Standard,,Los Angeles,Australia
1306,271,2022-05-29,2022-05-31,Delivered,0.0,2881.36,PayPal,Standard,,Sydney,USA
1307,271,2024-04-08,2024-04-09,Delivered,5.99,3238.5,Debit Card,Priority,,Indianapolis,USA
1308,271,2022-10-28,,Shipped,0.0,1942.37,Debit Card,Same-Day,,Nashville,USA
1309,271,2022-06-21,2022-06-27,Delivered,0.0,715.43,PayPal,Priority,,Milwaukee,UK
1310,271,2023-05-02,2023-05-04,Delivered,5.99,2869.66,Credit Card,Priority,,Philadelphia,USA
1311,272,2021-06-21,2021-06-22,Delivered,14.99,3008.95,Gift Card,Standard,WELCOME5,Manchester,UK
1312,272,2021-05-24,2021-05-28,Delivered,5.99,2835.4,Debit Card,Expedited,,Sydney,Australia
1313,272,2021-03-15,2021-03-17,Delivered,0.0,680.75,Amazon Pay,Expedited,,San Jose,USA
1314,272,2023-06-02,,Cancelled,5.99,3408.56,Debit Card,Priority,,New York,USA
1315,272,2024-01-28,2024-01-29,Delivered,14.99,2778.21,Credit Card,Expedited,SAVE10,Columbus,USA
1316,272,2021-02-16,2021-02-19,Delivered,5.99,2077.59,Debit Card,Standard,WELCOME5,Toronto,USA
1317,272,2022-12-08,2022-12-15,Delivered,9.99,1220.17,Amazon Pay,Priority,SAVE10,Phoenix,USA
1318,272,2022-03-04,2022-03-08,Delivered,0.0,2320.86,Debit Card,Expedited,,Houston,USA
1319,272,2023-06-20,2023-06-22,Delivered,14.99,2146.06,PayPal,Expedited,,Los Angeles,USA
1320,272,2022-12-09,2022-12-14,Delivered,14.99,3020.69,Debit Card,Same-Day,FLASH25,Dallas,USA
1321,272,2022-03-23,2022-03-24,Returned,0.0,2600.24,Credit Card,Priority,,Seattle,USA
1322,273,2023-05-12,2023-05-14,Delivered,5.99,762.07,Credit Card,Priority,SUMMER20,Denver,UK
1323,273,2023-12-14,2023-12-16,Delivered,19.99,607.14,Credit Card,Priority,,San Jose,UK
1324,273,2022-10-28,2022-11-04,Delivered,19.99,1314.68,Credit Card,Standard,,Columbus,Germany
1325,273,2021-08-23,2021-08-27,Delivered,0.0,3218.49,Amazon Pay,Expedited,,Manchester,UK
1326,273,2022-02-27,2022-03-05,Delivered,9.99,3074.34,Amazon Pay,Standard,,San Francisco,USA
1327,273,2023-04-23,,Shipped,14.99,1096.09,Gift Card,Expedited,FLASH25,Toronto,USA
1328,273,2021-07-21,,Cancelled,29.99,318.29,Amazon Pay,Standard,,Austin,Australia
1329,273,2023-06-25,2023-06-27,Returned,5.99,1260.64,Debit Card,Standard,SUMMER20,Philadelphia,USA
1330,273,2023-06-19,2023-06-24,Delivered,5.99,2492.57,Debit Card,Expedited,WELCOME5,Louisville,USA
1331,273,2021-07-28,,Shipped,0.0,3010.52,Gift Card,Priority,PRIME15,Los Angeles,USA
1332,273,2022-12-01,,Processing,5.99,1333.0,PayPal,Same-Day,PRIME15,Montreal,USA
1333,274,2023-10-21,2023-10-22,Returned,29.99,105.29,Credit Card,Standard,SUMMER20,El Paso,Australia
1334,274,2022-12-27,,Cancelled,0.0,40.94,Debit Card,Expedited,,Dallas,USA
1335,275,2021-11-03,2021-11-08,Delivered,14.99,1655.8,Debit Card,Priority,FLASH25,Columbus,USA
1336,275,2023-12-23,2023-12-28,Delivered,29.99,3062.89,Amazon Pay,Standard,,Melbourne,USA
1337,275,2022-06-14,2022-06-21,Delivered,14.99,306.77,Credit Card,Expedited,,Fort Worth,USA
1338,275,2022-06-16,2022-06-18,Delivered,14.99,2202.99,Amazon Pay,Priority,,New York,USA
1339,275,2021-12-20,2021-12-23,Returned,19.99,2021.64,PayPal,Standard,SUMMER20,Denver,Germany
1340,275,2023-03-04,,Cancelled,5.99,492.28,Amazon Pay,Standard,PRIME15,Dallas,Canada
1341,275,2025-06-07,,,0.0,1458.02,Debit Card,Priority,SAVE10,Seattle,USA
1342,275,2023-08-03,2023-08-09,Delivered,19.99,2631.9,Debit Card,Expedited,FLASH25,Columbus,UK
1343,275,2022-04-12,2022-04-16,Delivered,19.99,1805.21,Credit Card,Standard,,Albuquerque,USA
1344,275,2023-08-11,2023-08-12,Delivered,19.99,2184.14,PayPal,Expedited,FLASH25,Indianapolis,USA
1345,276,2024-03-05,,Shipped,0.0,2448.99,Amazon Pay,Standard,FLASH25,Las Vegas,USA
1346,276,2024-01-15,2024-01-21,Delivered,0.0,2364.02,PayPal,Priority,,Birmingham,USA
1347,276,2024-09-12,2024-09-13,Delivered,9.99,3099.56,Amazon Pay,Expedited,,El Paso,UK
1348,277,2021-05-13,2021-05-20,Delivered,9.99,3359.65,Debit Card,Standard,,New York,Canada
1349,278,2021-09-05,2021-09-09,Delivered,5.99,3266.26,Debit Card,Expedited,,Montreal,USA
1350,278,2021-05-04,2021-05-08,Delivered,5.99,611.89,Amazon Pay,Same-Day,FLASH25,London,UK
1351,278,2024-08-27,,Processing,0.0,851.7,Credit Card,Priority,,New York,USA
1352,278,2023-08-19,2023-08-24,Delivered,19.99,523.14,Debit Card,Priority,,Birmingham,USA
1353,278,2024-02-02,2024-02-09,Delivered,9.99,2005.41,PayPal,Expedited,FLASH25,Los Angeles,USA
1354,278,2024-01-14,,Cancelled,19.99,2954.12,Debit Card,Standard,,Phoenix,USA
1355,278,2022-09-22,,Cancelled,19.99,1858.33,Credit Card,Standard,SAVE10,Toronto,USA
1356,278,2024-04-30,2024-05-04,Delivered,0.0,1711.09,Gift Card,Expedited,FLASH25,Milwaukee,Australia
1357,278,2022-04-06,2022-04-07,Delivered,29.99,2782.72,Gift Card,Same-Day,SUMMER20,Montreal,USA
1358,278,2024-05-01,2024-05-07,Delivered,9.99,1726.06,PayPal,Priority,,Baltimore,USA
1359,278,2021-05-02,2021-05-04,Returned,5.99,2844.14,PayPal,Priority,PRIME15,Memphis,USA
1360,278,2021-07-03,2021-07-08,Delivered,0.0,1569.15,Debit Card,Standard,,Chicago,USA
1361,279,2022-11-15,2022-11-22,Delivered,0.0,1536.75,Amazon Pay,Standard,SAVE10,Dallas,USA
1362,279,2024-09-20,,shipped,5.99,3334.04,Credit Card,Priority,,San Francisco,USA
1363,279,2023-02-20,2023-02-23,Delivered,14.99,1206.48,PayPal,Priority,,San Diego,USA
1364,279,2022-12-03,2022-12-05,Delivered,19.99,2015.9,Credit Card,Same-Day,PRIME15,Baltimore,Germany
1365,279,2022-03-04,2022-03-06,Delivered,0.0,767.68,Credit Card,Expedited,,London,USA
1366,279,2023-08-12,2023-08-19,Delivered,29.99,774.72,Debit Card,Same-Day,,Chicago,USA
1367,279,2022-04-15,2022-04-18,Returned,0.0,34.1,Amazon Pay,Standard,,Columbus,USA
1368,280,2022-07-02,2022-07-04,Delivered,29.99,696.32,Gift Card,Same-Day,WELCOME5,Seattle,USA
1369,280,2023-03-28,2023-03-30,delivered,9.99,3119.07,Amazon Pay,Same-Day,,San Antonio,Australia
1370,280,2023-12-09,,Processing,19.99,2374.59,PayPal,Standard,,Louisville,USA
1371,281,2023-01-01,,Shipped,29.99,2422.15,Gift Card,Same-Day,,Munich,USA
1372,282,2022-08-16,2022-08-19,Delivered,0.0,2206.04,Debit Card,Expedited,WELCOME5,London,USA
1373,282,2024-06-17,2024-06-20,Delivered,0.0,1846.34,Debit Card,Standard,SAVE10,Berlin,USA
1374,282,2024-06-10,2024-06-14,Delivered,19.99,2355.73,Debit Card,Standard,,Indianapolis,USA
1375,282,2021-07-13,2021-07-18,Delivered,14.99,2886.72,Credit Card,Expedited,,Los Angeles,USA
1376,283,2021-01-24,,Cancelled,19.99,2276.23,Credit Card,Expedited,,Tucson,USA
1377,283,2022-09-02,2022-09-04,Returned,29.99,1049.47,PayPal,Same-Day,,Birmingham,Australia
1378,284,2026-02-26,,,5.99,656.34,PayPal,Priority,,Oklahoma City,USA
1379,284,2024-03-05,,Cancelled,19.99,1551.76,PayPal,Same-Day,,Berlin,USA
1380,284,2024-06-13,,Processing,5.99,35.21,Credit Card,Expedited,,Milwaukee,USA
1381,284,2022-02-11,2022-02-15,Delivered,9.99,768.03,Debit Card,Standard,,San Jose,USA
1382,284,2022-02-22,,Cancelled,0.0,2393.31,PayPal,Priority,SAVE10,Jacksonville,USA
1383,284,2022-02-23,,Shipped,9.99,944.98,PayPal,Expedited,,San Antonio,Australia
1384,284,2021-09-11,2021-09-16,Delivered,14.99,1822.7,Credit Card,Priority,SAVE10,San Jose,USA
1385,284,2022-09-26,,Shipped,9.99,2709.69,Amazon Pay,Priority,WELCOME5,Las Vegas,Germany
1386,285,2024-07-14,,Shipped,9.99,2784.41,Credit Card,Same-Day,,San Antonio,USA
1387,285,2022-08-23,,Processing,14.99,384.97,Amazon Pay,Standard,PRIME15,Milwaukee,Australia
1388,285,2022-09-07,,Shipped,29.99,754.79,Amazon Pay,Standard,FLASH25,Oklahoma City,USA
1389,286,2024-03-18,2024-03-24,Delivered,9.99,1213.25,Amazon Pay,Standard,FLASH25,Albuquerque,USA
1390,286,2021-07-05,2021-07-10,Delivered,14.99,1763.57,Credit Card,Standard,,Berlin,USA
1391,286,2023-11-07,,Processing,14.99,151.61,PayPal,Same-Day,,Montreal,Australia
1392,286,2024-08-13,2024-08-20,Delivered,5.99,1382.55,Credit Card,Same-Day,SUMMER20,Charlotte,USA
1393,286,2022-05-30,2022-06-03,Delivered,0.0,3488.64,Credit Card,Expedited,,Indianapolis,Canada
1394,286,2023-07-15,2023-07-16,Delivered,0.0,741.42,Credit Card,Expedited,PRIME15,New York,USA
1395,286,2024-04-18,2024-04-20,Delivered,5.99,1550.12,Debit Card,Expedited,,Philadelphia,USA
1396,286,2021-06-16,2021-06-18,Delivered,5.99,164.54,PayPal,Standard,,Birmingham,USA
1397,286,2023-10-27,2023-11-02,Delivered,19.99,165.01,Credit Card,Same-Day,SAVE10,Columbus,USA
1398,286,2021-09-26,2021-09-30,Delivered,19.99,1409.81,Credit Card,Standard,FLASH25,New York,USA
1399,286,2021-12-09,2021-12-12,Delivered,9.99,683.65,Credit Card,Expedited,,Denver,USA
1400,287,2021-07-13,2021-07-14,Delivered,14.99,201.25,Debit Card,Standard,,Sydney,Australia
1401,287,2021-08-26,2021-08-30,Delivered,19.99,1314.13,Debit Card,Expedited,,Melbourne,USA
1402,287,2024-03-26,,Cancelled,0.0,1760.82,Amazon Pay,Standard,WELCOME5,New York,USA
1403,287,2024-06-03,2024-06-08,Delivered,19.99,578.65,Gift Card,Standard,,Vancouver,USA
1404,288,2023-05-16,2023-05-18,Delivered,0.0,734.3,Credit Card,Standard,,Dallas,USA
1405,288,2024-02-27,,Shipped,0.0,3303.41,Debit Card,Priority,,Memphis,UK
1406,288,2024-02-13,,Processing,19.99,1576.89,Debit Card,Expedited,FLASH25,Jacksonville,USA
1407,288,2021-09-26,2021-10-02,Delivered,0.0,3481.42,Debit Card,Expedited,,Vancouver,USA
1408,288,2021-12-11,2021-12-12,Delivered,0.0,2911.8,Debit Card,Priority,,Charlotte,Germany
1409,288,2024-05-31,2024-06-02,Delivered,5.99,1256.55,Amazon Pay,Priority,,Milwaukee,USA
1410,288,2022-03-29,2022-04-05,Delivered,19.99,1199.54,Gift Card,Expedited,,Melbourne,USA
1411,288,2024-07-20,2024-07-25,Delivered,29.99,1921.03,Credit Card,Priority,,Phoenix,USA
1412,288,2021-04-11,2021-04-18,Delivered,14.99,437.35,Gift Card,Standard,SUMMER20,San Francisco,USA
1413,288,2021-03-29,2021-04-04,Delivered,14.99,1753.48,Gift Card,Same-Day,SUMMER20,Milwaukee,Australia
1414,288,2022-10-29,,Shipped,5.99,114.13,Credit Card,Standard,PRIME15,Dallas,USA
1415,288,2022-06-22,,Processing,14.99,1955.68,Credit Card,Standard,,San Francisco,USA
1416,289,2022-07-16,2022-07-19,Delivered,14.99,2306.16,Amazon Pay,Expedited,,Oklahoma City,USA
1417,289,2024-07-08,2024-07-11,Delivered,29.99,1372.97,Credit Card,Same-Day,,San Antonio,USA
1418,289,2022-08-09,2022-08-10,Returned,19.99,1408.98,PayPal,Standard,,New York,USA
1419,289,2023-03-05,2023-03-10,Delivered,9.99,305.96,Gift Card,Expedited,PRIME15,New York,USA
1420,289,2022-09-24,2022-09-29,Delivered,29.99,3294.89,PayPal,Priority,,Chicago,USA
1421,290,2023-01-27,,Cancelled,9.99,2613.58,PayPal,Expedited,,Vancouver,USA
1422,290,2022-02-27,2022-03-05,Delivered,5.99,526.38,PayPal,Standard,FLASH25,Louisville,USA
1423,290,2021-01-02,2021-01-05,Delivered,14.99,2933.52,Debit Card,Priority,,San Antonio,USA
1424,290,2021-04-26,,Processing,0.0,2194.52,Credit Card,Same-Day,,Philadelphia,USA
1425,290,2021-09-01,2021-09-04,Delivered,9.99,68.14,Amazon Pay,Standard,,San Jose,USA
1426,290,2021-11-03,2021-11-09,Delivered,0.0,33.13,Debit Card,Standard,SUMMER20,Charlotte,USA
1427,290,2022-07-22,2022-07-25,Delivered,29.99,3162.68,Amazon Pay,Standard,FLASH25,Fort Worth,USA
1428,290,2023-09-14,2023-09-21,Delivered,19.99,3059.81,Debit Card,Expedited,WELCOME5,San Jose,USA
1429,290,2021-07-09,2021-07-13,Delivered,14.99,3030.57,Gift Card,Expedited,,New York,USA
1430,291,2023-02-24,2023-03-03,Delivered,9.99,1209.87,PayPal,Same-Day,,El Paso,USA
1431,291,2023-10-30,2023-11-01,Returned,29.99,3305.12,Amazon Pay,Standard,WELCOME5,London,UK
1432,291,2021-10-22,2021-10-28,Delivered,9.99,2885.64,PayPal,Priority,,Oklahoma City,USA
1433,291,2022-11-01,2022-11-02,Delivered,14.99,2381.68,Credit Card,Standard,SAVE10,San Francisco,USA
1434,291,2023-01-19,2023-01-24,delivered,0.0,1792.64,Credit Card,Priority,PRIME15,Toronto,USA
1435,291,2023-02-17,,Cancelled,14.99,458.48,Credit Card,Priority,,Dallas,USA
1436,291,2024-07-05,2024-07-07,Returned,19.99,2948.59,Gift Card,Standard,,Fort Worth,USA
1437,291,2023-01-31,2023-02-04,Delivered,19.99,2295.39,Debit Card,Standard,,San Francisco,USA
1438,291,2021-01-08,2021-01-09,Delivered,0.0,978.0,Debit Card,Expedited,SUMMER20,Las Vegas,USA
1439,291,2022-10-01,,Shipped,0.0,251.26,Debit Card,Expedited,,Memphis,USA
1440,291,2022-04-11,2022-04-14,Delivered,9.99,584.55,Credit Card,Expedited,,Chicago,USA
1441,291,2024-07-20,,Shipped,5.99,2103.15,Gift Card,Standard,WELCOME5,Baltimore,USA
1442,293,2023-11-15,,Cancelled,19.99,3485.95,Credit Card,Priority,,Berlin,USA
1443,293,2022-03-22,2022-03-24,Returned,0.0,1807.24,Credit Card,Same-Day,SAVE10,San Diego,USA
1444,293,2021-12-09,2021-12-11,Delivered,5.99,931.49,Credit Card,Standard,,Columbus,USA
1445,293,2022-10-02,2022-10-04,Delivered,14.99,1627.0,Amazon Pay,Standard,,Tucson,USA
1446,293,2022-03-29,,Cancelled,29.99,3493.08,Credit Card,Priority,PRIME15,Dallas,USA
1447,293,2024-01-31,2024-02-01,Delivered,0.0,2758.18,Debit Card,Same-Day,WELCOME5,Baltimore,UK
1448,293,2021-12-04,2021-12-07,Returned,29.99,1546.87,Amazon Pay,Same-Day,SAVE10,New York,USA
1449,293,2023-01-08,2023-01-15,Delivered,0.0,2321.28,PayPal,Standard,SUMMER20,Manchester,USA
1450,293,2022-04-20,2022-04-22,Delivered,19.99,3200.37,Credit Card,Expedited,,London,USA
1451,293,2023-06-06,,Processing,5.99,642.79,Amazon Pay,Priority,WELCOME5,Philadelphia,Canada
1452,295,2024-02-20,2024-02-27,Delivered,19.99,3324.42,Credit Card,Standard,,Birmingham,USA
1453,295,2024-03-18,,Shipped,14.99,871.14,Debit Card,Same-Day,,Baltimore,USA
1454,295,2023-03-18,,Processing,0.0,1716.13,Amazon Pay,Priority,,Sydney,USA
1455,296,2024-02-19,,Cancelled,29.99,2716.7,Debit Card,Expedited,,Las Vegas,USA
1456,296,2024-02-12,2024-02-17,Delivered,29.99,1049.25,PayPal,Same-Day,SAVE10,Berlin,Germany
1457,296,2021-01-27,2021-01-29,Returned,29.99,106.21,Debit Card,Expedited,,Nashville,UK
1458,297,2022-09-23,,Shipped,0.0,1450.32,Debit Card,Standard,,Berlin,USA
1459,299,2023-12-11,,Cancelled,9.99,2722.91,Amazon Pay,Standard,SUMMER20,Berlin,Australia
1460,300,2022-12-03,2022-12-04,Returned,0.0,1341.16,Amazon Pay,Same-Day,PRIME15,Albuquerque,USA
1461,300,2021-03-16,2021-03-22,Delivered,0.0,2805.36,PayPal,Standard,SAVE10,Jacksonville,USA
1462,300,2023-01-16,2023-01-23,Delivered,14.99,1541.52,Credit Card,Priority,,Memphis,USA
1463,300,2023-06-29,2023-07-01,Delivered,9.99,1639.5,Credit Card,Expedited,,Vancouver,USA
1464,301,2023-04-28,2023-05-05,Delivered,9.99,1782.84,Gift Card,Expedited,,Phoenix,USA
1465,301,2023-12-09,,Processing,9.99,709.63,Amazon Pay,Standard,SAVE10,Fort Worth,USA
1466,301,2022-07-15,,Shipped,0.0,597.07,Amazon Pay,Expedited,,Las Vegas,Germany
1467,301,2023-03-18,,Shipped,14.99,1561.13,Credit Card,Standard,,Philadelphia,USA
1468,301,2022-12-26,2022-12-29,Delivered,5.99,3023.73,PayPal,Standard,,Memphis,USA
1469,302,2023-10-12,2023-10-17,Delivered,14.99,2540.16,Debit Card,Expedited,,Charlotte,Germany
1470,302,2022-06-14,,Processing,0.0,1548.83,Credit Card,Priority,WELCOME5,New York,USA
1471,302,2022-04-16,2022-04-18,Delivered,14.99,1307.84,Debit Card,Expedited,SAVE10,Baltimore,Germany
1472,302,2023-02-17,,Shipped,14.99,159.72,Credit Card,Priority,SAVE10,Tucson,USA
1473,302,2021-04-24,,Shipped,0.0,2528.77,Credit Card,Standard,,San Antonio,USA
1474,302,2021-10-17,,Cancelled,0.0,3044.03,Amazon Pay,Same-Day,SUMMER20,Portland,USA
